"text","base64"
"ebryant13@barnesandnoble.com","owEB0QAu/5ANAwACAe7tqsNt0fOpAcsiYgBXl+JSZWJyeWFudDEzQGJhcm5lc2FuZG5vYmxlLmNvbYicBAABAgAGBQJXl+JSAAoJEO7tqsNt0fOpzwIEAIt+R62a19B9zjW+Kyk6YFiSB20nvPFoTWKXUvK7FXud08H0YRDlbuOJ9oowBJ+djeFT12pE65TKd4w1G7nUvcO5t6y1tSb+LN6o4gjU1rKSx1Lb4amC0xdIwvuO0ys8pukRfoQwyHTAZU3RDNa7zVXypjtQe91GfHPFxZR26y0y"
"elanee@opensource.org","owGbwMvMwMT47u2qw7kXP69kPC2dxBA+/VFQak5iXmqqQ35Bal5xfmlRcqpeflF6xxwWBkYmBjZWJpASBi5OAZg+gwLm/6mFzZJqT+9tjbeYruu+6bviDeFFNjsv79vCW7fW60TWoVtsz7saPuhPUbQ12Kkw22dZxHPmGQGGU61N2w+bnbupMF/v424Xfd450uUtWik7uPi3R0wK8o5wfCwwP9svf29wa+3KA9mT4loP7UivfPm9sPGTcso1u8hCljTuzx4Wp9ekqNkGAQA="
"epeters8@samsung.com","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VFQakFqSWpRsYVDcWJucWleul5yfm7HHBYGRiYGNlYmkAoGLk4BmDZmaea/MnoWNrozd79UPOXEPndqXy2P6rJ3U5c6hKSYF7x9qVflxeWV/8IsTdxz4fkpJzd57mGwkLGY6r0i0kHho3lTf9rksxFRbW1nbjtM+hn911k9T+JrQNed2+aFR3fqB6T/bfh9UT0xf9f6TzWFx55bc8SdL/hzJz7wisV8ZYcerZfzXu5YZ70WAA=="
"fhall5@utexas.edu","owGbwMvMwMT47u2qw7kXP69kPC2exBA+/VFwWkZiTo6pQ2lJakVisV5qSmnHHBYGRiYGNlYmkDQDF6cATE/FT+b/iRySmsdiqt8d0TZLvKl0ytTU9T1Lh9a1SQY9ofO6v2UHXXqy9v7ZiLCTmn+UJF8lO2U93tC7xs/ltmWygdIWu6rlS+RWn90iFBY188T/9nQFzdf7PjC63m16Nq/mrVOJVYvfl+bu2R+vma9bG6DxalaMt0iN6PsHx+YcOlL5KHHfbz6Xl9v7AA=="
"gstanley3@google.ca","owGbwMvMwMT47u2qw7kXP69kPC2ZxBA+/VFwenFJYl5OaqWxQ3p+fnpOql5yYsccFgZGJgY2ViaQAgYuTgGYLq1q5v/uf1n1Z194uF0ndLb5hMbPX15I/l7G16uU+yr+OPOGPW/O9e0rq7M90Dk1YdpLvmvrA5d8K8y5reUVtvA715Yrv1a+nKmsGM/UEC/tePzip7jJNjorlguUzjuSsjEpQ/vFa/6S7Rt4uz4u2Peb1+TnDzdVZp8pc/ju1lVuYpp3I3HNVIEFlzg1AA=="
"gwelchv@histats.com","owGbwMvMwMT47u2qw7kXP69kPC2ZxBA+/VFwenlqTnJGmUNGZnFJYkmxXnJ+bsccFgZGJgY2ViaQAgYuTgGYrspDzH9FnzuGJV0NjXzNkfTi4FcF489zFuunlAXr9Pvy5lQX+Pk4ron9LKPR38Nt5zBlxhOpptIjftbX5u45smbJoSPlIf2Tbbau8HV66K0xYdvvBUcW7wx6Uv02bM5/88S1B1yXflzhlzP3/gG5rpmskVf+Wq6f0K9xhPt2hOXuTZb6zIvKln66IcUHAA=="
"hbanks10@altervista.org","owGbwMvMwMT47u2qw7kXP69kPC2bxBA+/VFIRlJiXnaxoYFDYk5JalFZZnFJol5+UXrHHBYGRiYGNlYmkCIGLk4BmE71T8y/2W9ObLxdfprRlqXddtO3raki/gdNHYzuCdhfufXqk0DgekOXOOejthta7j47tfBD3CGrheueHrJ1yXXTNxLwnZPV2telcvxJFNvPBs15D8P3Lbscrxt4gzEhh+f+e+m4SaUZ0T1WCf/+K/RbX+vWVDnBecR807kVR8uvTQ3PCHNknq/btloQAA=="
"hcarrs@deliciousdays.com","owGbwMvMwMT47u2qw7kXP69kPC2XxBA+/VFIRnJiUVGxQ0pqTmZyZn5pcUpiZbFecn5uxxwWBkYmBjZWJpAqBi5OAZjWNZeZ/we9CfKJENq2Y2W4qaGyzjm+lP1rpm0L1Qpye/nhcwnDTz12z+t/g1V7P2x33vVl8sKvp2V2r5ivGD9zhdyT+zvKmFmWRKzapSl0a/WuuU+/56r/1lS6+YHpbd0qtX8NepVJmy1/e7W/dT799mbfyoeCL2zj7MRe1Sg6KHycvmTXXEk+d/bHN3sA"
"hschmidta@chron.com","owEByAA3/5ANAwACAe7tqsNt0fOpAcsZYgBXl+JUaHNjaG1pZHRhQGNocm9uLmNvbYicBAABAgAGBQJXl+JUAAoJEO7tqsNt0fOpsH8D/R5J1GrO4/XOMMVmF+2IgYqjZZqw85kfiN2gGb+3U3nz8eT2mb6bAF34mZ7sBOv1WGikphoNHqodPGbwu6wXrIqi5ivMc5Xpv3r9pXEvC8IelpVsFQXsgsW6LA2obEdZuCr/L68IwshZB9oTwPyC0x3OMobLRFb9CY1087fTg5NX"
"ijohnston17@bluehost.com","owGbwMvMwMT47u2qw7kXP69kPC2XxBA+/VFIZlZ+Rl5xSX6eoblDUk5pakZ+cYlecn5uxxwWBkYmBjZWJpAqBi5OAZjWmHPM/31kXk99uDjf8oCf6PP9kQ5nnptem7Ow2q7Q8tJm7s3uwn88pp/6zbVp05ZbXY9ar/7MTd3wr/Jh4Ye4PsFO/mmvvdLPvdOPPCData8p835AikGiSM7TJ2su/PsS0t1zku+BDfcFj6IzC49GCKpduaspsP9ah27PZulD/92V1i1Kcft1SNFXkAUA"
"jcookk@shinystat.com","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VFoVnJ+fna2Q3FGZl5lcUliiV5yfm7HHBYGRiYGNlYmkAoGLk4BmLarVcz/U76IyeZfzju+476xQetf1Z6SSzo3+RLdZ7iL7DJfcfH/7C511TzBJUJPdnH49/O2/P6mUN7ib8168fb+vkVSWhNkNJtEiue2aOuYHFTOutQzu359bKLU/8uut1zSHaz917Pq3Xp2s2OLSoOf2pyTW+t73XatN2jqfrVdYOJVwxkJK2b5LTEFAA=="
"jdavis9@engadget.com","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VFoVkpiWWaxpUNqXnpiSnpqiV5yfm7HHBYGRiYGNlYmkAoGLk4BmLYTvSwMja4Wlbt91kUUXL7yaJuVQk3k8wN7njRujgp3njRn0lnB3J1+PW8V/wq66/BKVe64Leojx9HjH3/1gmOFue0vkYbTn81Mv/hIZbDptDDmXQpe/+aqjOyJzj+s+2+uOnnbztZIbv3hsvMuAdnqi3rZHxSmLnjdovtnWfP9IoEvDcVuO/Wt5l8HAA=="
"jgardnert@blogtalkradio.com","owGbwMvMwMT47u2qw7kXP69kPK2YxBA+/VFoVnpiUUpealGJQ1JOfnpJYk52UWJKZr5ecn5uxxwWBkYmBjZWJpBCBi5OAZhulXPM/9SMtv3dcmfvzDUsjDrp2wv+OLCqM76xZZ74XeV4+uUZos/nBZ069X6mM0P+SVUXnfOiW1aoBmxW/dgXW6i86Z5ZhsV7xst97OuWrNt+q/zGw0ClkpL9O7YVf3qjbOFaypEQcuzMh+0CF1OqquvtvrAqP2z3uHb9VcKDH3YePBNiNefd+cdk4wAA"
"jgeorgef@nydailynews.com","owGbwMvMwMT47u2qw7kXP69kPC2XxBA+/VFoVnpqflF6appDXmVKYmZOZV5qebFecn5uxxwWBkYmBjZWJpAqBi5OAZjW9h3Mv1mumKoYqm/asrfPm1360IE9SZ2HUpRPpF9l0+bctCH57fontzzlIrN7ee+unr5Vc7rjpKvvCxvto1g5Z9ssvdB244h52owgqz9R5qqbGLLZjQycpAQcT+V8CLlrx9ie5/hbgX/VijZx8QmHp/+fWtW3SE32woaASX/SS2s1nlZEavO4spseBQA="
"jgordonx@ucsd.edu","owGbwMvMwMT47u2qw7kXP69kPC2exBA+/VFYVnp+UUp+XoVDaXJxil5qSmnHHBYGRiYGNlYmkDQDF6cATM+JZywM/Ye5Z22sDfl4aY3KorWV71tb/FUvVe7sOql1eM+7SuFC37bCmydZ3v3n5JzK9/LnJ/XlRV9ervuzkLFCnJf309GuB3ctbb/c7Z+qKcfMYbtsqvEi3wjG5coWe3MXr+ppmLfxyuStkSfvtUXGaR/v2Ofz7Uj7TD9tx/WrDzOe+2Ht+axXQyBREAA="
"jhicks16@elpais.com","owGbwMvMwMT47u2qw7kXP69kPC2ZxBA+/VFYVkZmcnaxoZlDak5BYmaxXnJ+bsccFgZGJgY2ViaQAgYuTgGYrtDLzP/0dp0O231Foozda+3Xg/G1xqXB6zkvPJhda5hbvyKDRXVHzqtXt2f/+CjFF3zI+pv2cZVDx29dO8mW4v9qX2Dhg/eyezYlWVfsu3nnh3f46XaDSqezYWXbm3aEl0533iSrUXZww52qLPeMWSIth6UvdkpUGChkVF6T//x+ksmb5elfBNg/bLwKAA=="
"jhudsonz@china.com.cn","owGbwMvMwMT47u2qw7kXP69kPC2dxBA+/VFYVkZpSnF+XpVDckZmXqJecn6uXnJexxwWBkYmBjZWJpASBi5OAZi+ixLM/7OV7WqVGndYbQu5UCaxy2vpM6WlDC2cPqrhDKaq4svOMBTGhm+Z8CXDxKPdXu6kWO20Re8zY59tmbriwncnx+3sai7fNI3Oe05I4bVy81mddeNKk5J4+dreevOE3Yq3Nhfuu3Dd9IBu08PWXz8PHld6uoMts3fjjFyl+Jf8x1NWn7T1C5zvAAA="
"jhuntp@mlb.com","owGbwMvMwMT47u2qw7kXP69kPC2SxBA+/VF4VkZpXkmBQ25Okl5yfm7HHBYGRiYGNlYmkBwDF6cATIOyMgtDd1XCzMrp5ln1+g9920pfbU2YNf0K54prxfov7ibdnm//Sa0mcv1mkz9/T+luY9+tlrFZrS22ac48IX3RoOlyE8M2XMtZ0aHnVZcpUPdM1G7Tu/tCfXoH/jAvWvVv95SJrBduf53x9lzO/JV7ZhQ0Xj9x8ddbZl0Bg8MP7jUvO3bwik5207nHogA="
"jlawrenceg@ameblo.jp","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VF4Vk5ieVFqXnJqukNibmpSTr5eVkHHHBYGRiYGNlYmkAoGLk4BmLYnccx/JYXdzp2U6v7ObqC2wHB+fJrTLP47evXRrus3lzHymj6pn1IWtij9VJ+iyLlcNyWlnmv/N6o+CnDQZNpVcmL5Pv48ntMMvb5vU9JFsvMfuhUyypaYJSzOKbX0fdJybf7eniV5t1zurH6583WQo8xlFgmlrlh369+fvtyXqlkbsr5RMG/O5ScA"
"jlongl@statcounter.com","owGbwMvMwMT47u2qw7kXP69kPC2TxBA+/VF4Vk5+XnqOQ3FJYklyfmleSWqRXnJ+bsccFgZGJgY2ViaQGgYuTgGYxtO3WRim+C3ZWbbM/m+2DOtXhz7T2xv3663/crpW0PWMm/wGvlXZp72FBCa5W301mLC5zLJepFmi/MIn06yYkFt7MtOnPO+0z24v6ovQTef6syB2aalj1HmDW+ruYQb55wLaVHnzMjfclDp8xCrdaouNZNTFWa91wyrjo/Uq23MfOW4MtKmuFXwtBwA="
"jnicholsb@shareasale.com","owGbwMvMwMT47u2qw7kXP69kPC2XxBA+/VF4Vl5mckZ+TnGSQ3FGYlFqYnFiTqpecn5uxxwWBkYmBjZWJpAqBi5OAZjWS7eZ/2nLCplavHiS9prRLmyRqewzoX+Riq2fzqzXnljSffby/kiOlwUzJtU/me73a23FGbkXglbMZ/Zn/S4oWCFT1xvzx91lr1TVPCupV0f0Lyv7lK0QzHC/r1rFJhnI3Bw6J/Ny1cf/5wQ513x7tyXuHduvndP+FW745/Dy7pKJRiYzT674NbnUPRAA"
"jwheelerd@1688.com","owGbwMvMwMT47u2qw7kXP69kPC2RxBA+/VFEVnlGampOalGKg6GZhYVecn5uxxwWBkYmBjZWJpA8AxenAEyTwVwWhm1/+HNtnO0/XOg225A9Lazh6bkZaX4GCsv3qbE5LPN/2n9g7up9W8ONVVhj2ma5Gy2LPDA5sW1i4yOHw0ZiJ4MMd3QvWn9/99vcj4sF+2/zTxN/3vVBN/LkxnWatjum+PJn2s4RWjDnmGd/1tWCpVMkDhp+ilefuU59wQarfq53/7ksdO9NsgYA"
"jyoung6@hostgator.com","owGbwMvMwMT47u2qw7kXP69kPC2dxBA+/VFEVmV+aV66mUNGfnFJemJJfpFecn5uxxwWBkYmBjZWJpASBi5OAZi+yybM/2wbhc2q/+2L5fmj/iji3wdN05vL2RmdZBxUkj8+zJr9Nd7jx1+7Poupuj99tnkphfa/Efzzpct5r8yG6IiVbTpeJcf+11ZXlndeNbL743tAa/uZJf4fvRwk1GflyV0Wvrd31TOpnxxCKgbuuiVp0ZM4DXpzNnfOtJLi1JeS0T0g9CCSpagPAA=="
"kdunnu@is.gd","owGbwMvMwMT47u2qw7kXP69kPC2UxBA+/VFEdkppXl6pQ2axXnpKxxwWBkYmBjZWJpAMAxenAEw523PmP5yrbpinZv+yjzx60kBh/uQZ4jJlB8S3yq46vOr0Lv5VmkcP+Uzs9uza0b5DqDLBe6bT37Wbr5Sd+KYzcQ/f/K776RoLq/87HteUrZKddHOx3eNLYbInO/fNz1NuaRNO2uC462SUrQKDV/X6HXWJMt3HQwW2vlx579z0zZ4ye5zuVpToBxSYSgIA"
"lcarr4@moonfruit.com","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VFETnJiUZGJQ25+fl5aUWlmiV5yfm7HHBYGRiYGNlYmkAoGLk4BmLYYJea/YozMKYwva4xzXe8UTI3976LrzKY6p/yZ0n+HxxP+iSp269WphBy4lfpS1JxF+WWaz/Gt307/idXkPOGWbTZdaq0Tr4b5jwfnHAOuJSWujf3Gyrxr0W+3kMlTNwvPDe/aLWnjfee/1o2gj5XpKeyLamwElXdaST+t+yPQKi3xb+qkJ9ZNAm4A"
"lcastilloo@storify.com","owGbwMvMwMT47u2qw7kXP69kPC2TxBA+/VFkTnJicUlmTk5+vkNxSX5RZlqlXnJ+bsccFgZGJgY2ViaQGgYuTgGYxilLWRjWm739FsO7/e31Sd/5QiSnlp/Y0sM5uYlPpqvMbELpyQk1jzffKw7mvSkl5953b0P0nExrAy2n7wLrKmY/7018+uX15KO6U22/zz1X0CBs+fqVUuiaN1P4I1nC/Cp9I7c5MSWy29wOmSDP/i4qcJnkM8Gjylfcrky089z7YsLSE7XWoQekPvwDAA=="
"mbutlerr@thetimes.co.uk","owGbwMvMwMT47u2qw7kXP69kPC2bxBA+/VFkblJpSU5qUZFDSUZqSWZuarFecr5eaXbHHBYGRiYGNlYmkCIGLk4BmM7P/cz/fUqbLql+9pn4gWmD1u9n/ge/H9raNps3XKlYOcjga09+qoywkHfSzOV1J+Oux55gTn1zvEqY/+QPR9H+qnemM1L/8ewodI+57GMpb7zi/u6FhRH5br5znk0qXum2TWGR+ILFui2qU2Ovm6+8yPgsR/7Ew/PzAiMqPU8+3NKx/pfW06RlZ9/MAAA="
"mhoward7@dagondesign.com","owGbwMvMwMT47u2qw7kXP69kPC2XxBA+/VFkbkZ+eWJRirlDSmJ6fl5KanFmep5ecn5uxxwWBkYmBjZWJpAqBi5OAZjWh3zM/7NVZeO3C2g1zAqfmjAn2+x4dklHcbLBFuG3q5+6zdjMJCXw7eiL92E3tFKVorZHzp9/MGzxcl3eKuEwrguCZ69EbJ7/9vE+z5V7yxK/+7SfOWs828RK+n3wCeNvRhIftj2Nm9Vz77pppN2Ni3Z3Vtc4LLH//u0UM1M2+7XdF1NY9hf8STrrshUA"
"mwright1d@myspace.com","owGbwMvMwMT47u2qw7kXP69kPC2dxBA+/VFkbnlRZnpGiWGKQ25lcUFicqpecn5uxxwWBkYmBjZWJpASBi5OAZg+HjsWhtlX7l9guHP4mc6sK0tWyh3qF7HRebXtd9LBkpc8v5nWNk2buVv/3r4tcTFbqmfHOf30uvz42Cn1z88Fyzlv2l8/kBc/MyFxy5b6XKmnrctsrb3fzrn2t1ijzuzL2oI3AqE62dvtTa40Mh1U67+/NWxnE5uIwW2xPzsfG5T23X3K/9Uo7I31HSsA"
"nhughes12@hexun.com","owEByAA3/5ANAwACAe7tqsNt0fOpAcsZYgBXl+Jabmh1Z2hlczEyQGhleHVuLmNvbYicBAABAgAGBQJXl+JaAAoJEO7tqsNt0fOpcZkD/3W4ldxGmccs9KXT16b3G3dfUqv3ZhCP3ZiYHA2urQ7T1F85vW+H3bnSIfxjqtJxDSZejDvffV3C+6Z8gV/OyANkFTxfYtLTz/TO/MAN/e30yiC8YsbWB0rZPlvUtpSvrIt8od23WutgRoHKdZHRuDPA8s1xHAG/XCMF5Y8Bq9VJ"
"nwilliamson14@va.gov","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VFUXnlmTk5mYm5xfp6hiUNZol56flnHHBYGRiYGNlYmkAoGLk4BmDbJaywMzVWLUvpkLzxpnvLrRCnzI/PEmg/8a45qahfq/NG6yi265Kz1RdsXjNHayv5rq0xF6zM33tWz/vaecfpqXZ1bl1flLrpz2GzT5exDu8tVg3bxp0dOWXdqmXjjpR5HFhe/GH6/W3o7HDyOLWzcNf9l7Js7jxttOHLurNou5Pb8Zaj7pe+T/ojUAAA="
"pmitchell1a@tripadvisor.com","owGbwMvMwMT47u2qw7kXP69kPK2YxBA+/VFUQW5mSXJGak6OYaJDSVFmQWJKWWZxfpFecn5uxxwWBkYmBjZWJpBCBi5OAZhuZ3YWhpWHrI72nbeL0Dj67W2uWUhY7LuYdeKvLH/fWrJl94F/ilnlWZJsojt8Pi6qrW28wvlEKHGjV9sOM6ezQe4TEzfWLynbp32kpSpcTOiuU75039GCx2v+Rq2ZXXo+L/EN6yMT2enS+394aLnUezzcap7QPnVt2utJF4tVBV/ObbIM2CK/1frdZAA="
"psimsj@aboutads.info","owGbwMvMwMT47u2qw7kXP69kPC2VxBA+/VF0QXFmbnGWQ2JSfmlJYkqxXmZeWn7HHBYGRiYGNlYmkAoGLk4BmDaFROb/yas+iPbNc8tzPmEW1q3411F81nFFzW2ahRWxMxessv+Re3OSncKDCWWs9QfzCgwFPzvdnKzXKXO+xvbNHsU7a9YubE6Z/pc9Y2ukdu9Z4cDZi5xO1KslLE+Unizf6rg9PW7TJ4cwxsx3PhIfLj6XKDa6JZgvd2/jnK0vPjF8PMTLrp/UFG0LAA=="
"pstevens2@tinyurl.com","owGbwMvMwMT47u2qw7kXP69kPC2dxBA+/VF0QXFJallqXrGRQ0lmXmVpUY5ecn5uxxwWBkYmBjZWJpASBi5OAZi+9B0sDKdX9Nc0RB7IYb6x/oa+nM+zPeys3L2zNGzPTft1+t5iI58p0+9J8U9YHiiiYaUzwblcaJ7Yu7ZNF7h5Tn4XjX89hXnC6e8mL5a6Mp9xNo11ZzuvlLSHV983691smbTGlfz6P5qdQiT2d69R8HjE73myaobQ66/tcecu+Ry4ffuo9vPkxeEa9wA="
"raustin1c@virginia.edu","owGbwMvMwMT47u2qw7kXP69kPC2TxBA+/VF0UWJpcUlmnmGyQ1lmUXpmXmaiXmpKacccFgZGJgY2ViaQGgYuTgGYxtkTWBjmfl/3TG21+4bN29TvVe8wOGvPx7kw6mDNpjvyHbLmTnZ19nPafnlcfmizb9Y/Mff+GUH7lFv2fPCfELx3za/D0oZqb8QFp/1MfCEdfDxC0G6jyMlF6TeP1L+YLqP37eyZiO8e9U4PkursEq0u9xnvuKCwhctBtE6XVWTDmpUz5UzbGCM0XGoA"
"staylorw@hibu.com","owGbwMvMwMT47u2qw7kXP69kPC2exBA+/VF0cUliZU5+UblDRmZSqV5yfm7HHBYGRiYGNlYmkDQDF6cATM+J1cz/LDxeyvxo/rzk2Nrtto9nyIXVfOzg9jih5p9ckPutusouTKDL0P+P7KSCQJ9ZVoYGX51P6h7a9r93g9guN+M39zuKF89l9nubxTRjEauExast6gtSfxf/iLXrKvGxX8175ffUmSsSm49P3r5Qpig+pmXL+0fLltoHBbdWnXwt2HjpoNLi3XNaAA=="
"sweaver1@blinklist.com","owGbwMvMwMT47u2qw7kXP69kPC2TxBA+/VFMcXlqYllqkaFDUk5mXnZOZnGJXnJ+bsccFgZGJgY2ViaQGgYuTgGYRm1fFoZrDZPXabudnhQqKZL+rsDrvpX6qakup78v5XxeK8liezcn72r85HUHX8+cybDgV+fLPEXpTrOZylK71IWOvdNd/T3kj1KkQutdWxdTvbtO+Ybt9x7Gm/huYzlceNTJqzx/LX+ayd/ksGvPN20UfyqZ7LvYOu7V8Qm/7lVdtTcOkKy0mufk6wQA"
"tedwardsi@cam.ac.uk","owGbwMvMwMT47u2qw7kXP69kPC2ZxBA+/VFMSWpKeWJRSnGmQ3Jirl5isl5pdsccFgZGJgY2ViaQAgYuTgGYrre/mf+pRTTY8/PXThEw0/l3+MKe3srzjx/bHl9iE1lbPC2KXWXp2TMWmfeS99mp/NCv+djG37U89m2pMv+s59Fl1TukHVfG31nmnHXhskGeQWxapQ67gsnaZV8nlclPvptkG7nwQOmEP3KntmTv4eeYff/QSoOoyTcfVEaWaCteiLyn9yWS6a9DdgYA"
"tsimpson15@psu.edu","owGbwMvMwMT47u2qw7kXP69kPC2RxBA+/VFMSXFmbkFxfp6hqUNBcaleakppxxwWBkYmBjZWJpA8AxenAEzTtWLmv0ItGZorlz06LluzwPDU06hr3KZ8rFGPQ9f8/KNya2fn3c0KFh+2PmtpOfR6keuPuou/+T85XvrlLZvEJ3vasVh3zek7VVndfCUvBab8KNa8cuuO/aeqWyE3u7onf/h++lf/E8ai3xNncSj3xU19fe7UonW8xuVMToFL6i5K6bimNDaZrU79tgIA"
"vduncany@newyorker.com","owGbwMvMwMT47u2qw7kXP69kPC2TxBA+/VFsWUppXnJiXqVDXmp5ZX5RdmqRXnJ+bsccFgZGJgY2ViaQGgYuTgGYxgWszP+93VqzrkbYJh3SX7l1w9Jvs1LvPHl6YuGMwE0cD3SjEvax3BGry39yd+mXA5cbTFpOuLBvnhnv9Oetn/fkOdo17nyXb0ssLFOTetnw3KGiSOffCY1lNZbqyQejnS/wB5m+4eS7Jrb8rcfcVoPL8/rads5gm92nXVFwVDi4Xqn4ZIZQgALHjT8A"
